ID,city,city_ascii,lat,lng,fed,province / region,Timezone
308,Liuzhou,Liuzhou,24.28,109.25,CN,Guangxi,Shanghai: UTC+8
309,Bamako,Bamako,12.65,-8,ML,Bamako,Abidjan: UTC±0
310,Conakry,Conakry,9.5315,-13.6802,GN,Conakry,Abidjan: UTC±0
311,Bursa,Bursa,40.2,29.07,TR,Bursa,Istanbul: UTC+3
312,León de los Aldama,Leon de los Aldama,21.15,-101.7,MX,Guanajuato,Mexico_City: UTC-6
313,Virginia Beach,Virginia Beach,36.7335,-76.0435,US,Virginia,New_York: UTC-5(-4)
314,Nāsik,Nasik,20.0004,73.78,IN,Mahārāshtra,Mumbai: UTC+5.5
315,Fushun,Fushun,41.8654,123.87,CN,Liaoning,Shanghai: UTC+8
316,Changde,Changde,29.03,111.68,CN,Hunan,Shanghai: UTC+8
317,Daejeon,Daejeon,36.3355,127.425,KR,Daejeon,Tokyo: UTC+9
318,Charlotte,Charlotte,35.2079,-80.8304,US,North Carolina,New_York: UTC-5(-4)
319,Phnom Penh,Phnom Penh,11.55,104.9166,KH,Phnom Penh,Jakarta: UTC+7
320,Neijiang,Neijiang,29.5804,105.05,CN,Sichuan,Shanghai: UTC+8
321,Quanzhou,Quanzhou,24.9,118.58,CN,Fujian,Shanghai: UTC+8
322,Kharkiv,Kharkiv,50,36.25,UA,Kharkivs’ka Oblast’,Athens: UTC+2(+3)
323,Hyderabad City,Hyderabad City,25.38,68.375,PK,Sindh,Karachi: UTC+5
324,Bronx,Bronx,40.8501,-73.8662,US,New York,New_York: UTC-5(-4)
325,Lomé,Lome,6.1319,1.2228,TG,Maritime,Abidjan: UTC±0
326,Córdoba,Cordoba,-31.4,-64.1823,AR,Córdoba,São_Paulo: UTC-3
327,Huainan,Huainan,32.63,116.98,CN,Anhui,Shanghai: UTC+8
328,Doha,Doha,25.2866,51.533,QA,Ad Dawḩah,Istanbul: UTC+3
329,Kuala Lumpur,Kuala Lumpur,3.1667,101.7,MY,Kuala Lumpur,Shanghai: UTC+8
330,Maputo,Maputo,-25.9553,32.5892,MZ,Maputo,Johannesburg: UTC+2
331,Kaduna,Kaduna,10.52,7.44,NG,Kaduna,Lagos: UTC+1
332,Gwangju,Gwangju,35.171,126.9104,KR,Gwangju,Tokyo: UTC+9
333,Kawanakajima,Kawanakajima,35.53,139.705,JP,Kanagawa,Tokyo: UTC+9
334,San Salvador,San Salvador,13.71,-89.203,SV,San Salvador,Mexico_City: UTC-6
335,Suining,Suining,30.5333,105.5333,CN,Sichuan,Shanghai: UTC+8
336,Lyon,Lyon,45.77,4.83,FR,Auvergne-Rhône-Alpes,Paris: UTC+1(+2)
337,Karaj,Karaj,35.8004,50.97,IR,Alborz,Tehran: UTC+3.5
338,Kampala,Kampala,0.3167,32.5833,UG,Kampala,Istanbul: UTC+3
339,Tabrīz,Tabriz,38.0863,46.3012,IR,Āz̄arbāyjān-e Sharqī,Tehran: UTC+3.5
340,The Hague,The Hague,52.08,4.27,NL,Zuid-Holland,Paris: UTC+1(+2)
341,Davao,Davao,7.11,125.63,PH,Davao,Shanghai: UTC+8
342,Marseille,Marseille,43.29,5.375,FR,Provence-Alpes-Côte d’Azur,Paris: UTC+1(+2)
343,Meerut,Meerut,29.0004,77.7,IN,Uttar Pradesh,Mumbai: UTC+5.5
344,Mianyang,Mianyang,31.47,104.77,CN,Sichuan,Shanghai: UTC+8
345,Semarang,Semarang,-6.9666,110.42,ID,Jawa Tengah,Jakarta: UTC+7
346,Farīdābād,Faridabad,28.4333,77.3167,IN,Haryāna,Mumbai: UTC+5.5
347,Novosibirsk,Novosibirsk,55.03,82.96,RU,Novosibirskaya Oblast’,Jakarta: UTC+7
348,Mecca,Mecca,21.43,39.82,SA,Makkah al Mukarramah,Istanbul: UTC+3
349,Dubai,Dubai,25.23,55.28,AE,Dubayy,Dubai: UTC+4
350,Milwaukee,Milwaukee,43.0642,-87.9673,US,Wisconsin,Chicago: UTC-6(-5)
351,Auckland,Auckland,-36.8481,174.763,NZ,Auckland,Auckland: UTC+13(+12)
352,Ma’anshan,Ma'anshan,31.7304,118.48,CN,Anhui,Shanghai: UTC+8
353,Brazzaville,Brazzaville,-4.2592,15.2847,CG,Brazzaville,Lagos: UTC+1
354,Yiyang,Yiyang,28.6004,112.33,CN,Hunan,Shanghai: UTC+8
355,Vārānasi,Varanasi,25.33,83,IN,Uttar Pradesh,Mumbai: UTC+5.5
356,Lubumbashi,Lubumbashi,-11.68,27.48,CD,Haut-Katanga,Johannesburg: UTC+2
357,Juárez,Juarez,31.6904,-106.49,MX,Chihuahua,Denver: UTC-7(-6)
358,Ghāziābād,Ghaziabad,28.6604,77.4084,IN,Uttar Pradesh,Mumbai: UTC+5.5
359,Pretoria,Pretoria,-25.7069,28.2294,ZA,Gauteng,Johannesburg: UTC+2
360,Heze,Heze,35.23,115.45,CN,Shandong,Shanghai: UTC+8
361,Porto,Porto,41.15,-8.62,PT,Porto,London: UTC±0(+1)
362,Āsansol,Asansol,23.6833,86.9833,IN,West Bengal,Mumbai: UTC+5.5
363,Lusaka,Lusaka,-15.4166,28.2833,ZM,Lusaka,Johannesburg: UTC+2
364,Changzhou,Changzhou,31.78,119.97,CN,Jiangsu,Shanghai: UTC+8
365,Mosul,Mosul,36.345,43.145,IQ,Nīnawá,Istanbul: UTC+3
366,Yekaterinburg,Yekaterinburg,56.85,60.6,RU,Sverdlovskaya Oblast’,Karachi: UTC+5
367,Peshawar,Peshawar,34.005,71.535,PK,Khyber Pakhtunkhwa,Karachi: UTC+5
368,Mandalay,Mandalay,21.97,96.085,MM,Mandalay,Yangon: UTC+6.5
369,Jamshedpur,Jamshedpur,22.7875,86.1975,IN,Jharkhand,Mumbai: UTC+5.5
370,Mbuji-Mayi,Mbuji-Mayi,-6.15,23.6,CD,Kasaï Oriental,Johannesburg: UTC+2
371,Madura,Madura,9.92,78.12,IN,Tamil Nādu,Mumbai: UTC+5.5
372,Adana,Adana,36.995,35.32,TR,Adana,Istanbul: UTC+3
373,Sheffield,Sheffield,53.3667,-1.5,UK,Sheffield,London: UTC±0(+1)
374,Jabalpur,Jabalpur,23.1751,79.9551,IN,Madhya Pradesh,Mumbai: UTC+5.5
375,San José,San Jose,9.935,-84.0841,CR,San José,Mexico_City: UTC-6
376,Panama City,Panama City,8.968,-79.533,PA,Panamá,Lima: UTC-5
377,Nizhniy Novgorod,Nizhniy Novgorod,56.333,44.0001,RU,Nizhegorodskaya Oblast’,Istanbul: UTC+3
378,Chifeng,Chifeng,42.27,118.95,CN,Inner Mongolia,Shanghai: UTC+8
379,Duisburg,Duisburg,51.43,6.75,DE,North Rhine-Westphalia,Paris: UTC+1(+2)
380,Munich,Munich,48.1299,11.575,DE,Bavaria,Paris: UTC+1(+2)
381,Huaiyin,Huaiyin,33.58,119.03,CN,Jiangsu,Shanghai: UTC+8
382,Stockholm,Stockholm,59.3508,18.0973,SE,Stockholm,Paris: UTC+1(+2)
383,Makassar,Makassar,-5.14,119.432,ID,Sulawesi Selatan,Shanghai: UTC+8
384,Rājkot,Rajkot,22.31,70.8,IN,Gujarāt,Mumbai: UTC+5.5
385,Dhanbād,Dhanbad,23.8004,86.42,IN,Jharkhand,Mumbai: UTC+5.5
386,Mudanjiang,Mudanjiang,44.575,129.59,CN,Heilongjiang,Shanghai: UTC+8
387,Geneva,Geneva,46.21,6.14,CH,Genève,Paris: UTC+1(+2)
388,Shīrāz,Shiraz,29.63,52.57,IR,Fārs,Tehran: UTC+3.5
389,Huzhou,Huzhou,30.8704,120.1,CN,Zhejiang,Shanghai: UTC+8
390,Beidao,Beidao,34.6,105.92,CN,Gansu,Shanghai: UTC+8
391,Shuangshui,Shuangshui,26.5944,104.8333,CN,Guizhou,Shanghai: UTC+8
392,Düsseldorf,Dusseldorf,51.2204,6.78,DE,North Rhine-Westphalia,Paris: UTC+1(+2)
393,Gaozhou,Gaozhou,21.9204,110.87,CN,Guangdong,Shanghai: UTC+8
394,Sevilla,Sevilla,37.405,-5.98,ES,Andalusia,Paris: UTC+1(+2)
395,Amritsar,Amritsar,31.64,74.87,IN,Punjab,Mumbai: UTC+5.5
396,Vila Velha,Vila Velha,-20.3676,-40.318,BR,Espírito Santo,São_Paulo: UTC-3
397,Vila Velha,Vila Velha,3.2167,-51.2167,BR,Amapá,São_Paulo: UTC-3
398,Almaty,Almaty,43.325,76.915,KZ,Almaty,Dhaka: UTC+6
399,Providence,Providence,41.823,-71.4187,US,Rhode Island,New_York: UTC-5(-4)
400,Warangal,Warangal,18.01,79.58,IN,Telangana,Mumbai: UTC+5.5
401,Rosario,Rosario,-32.9511,-60.6663,AR,Santa Fe,São_Paulo: UTC-3
402,Allahābād,Allahabad,25.455,81.84,IN,Uttar Pradesh,Mumbai: UTC+5.5
403,Benin City,Benin City,6.3405,5.62,NG,Edo,Lagos: UTC+1
404,Jining,Jining,35.4004,116.55,CN,Shandong,Shanghai: UTC+8
405,Maceió,Maceio,-9.62,-35.73,BR,Alagoas,São_Paulo: UTC-3
406,Sofia,Sofia,42.6833,23.3167,BG,Sofia-Grad,Athens: UTC+2(+3)
407,Abbottabad,Abbottabad,34.1495,73.1995,PK,Khyber Pakhtunkhwa,Karachi: UTC+5
408,Benghazi,Benghazi,32.1167,20.0667,LY,Banghāzī,Johannesburg: UTC+2
409,Cilacap,Cilacap,-7.7188,109.0154,ID,Jawa Tengah,Jakarta: UTC+7
410,Prague,Prague,50.0833,14.466,CZ,"Praha, Hlavní Město",Paris: UTC+1(+2)
411,Glasgow,Glasgow,55.8744,-4.2507,SCOT,Glasgow City,London: UTC±0(+1)
412,Leshan,Leshan,29.5671,103.7333,CN,Sichuan,Shanghai: UTC+8
413,Jacksonville,Jacksonville,30.3322,-81.6749,US,Florida,New_York: UTC-5(-4)
414,Ouagadougou,Ouagadougou,12.3703,-1.5247,BF,Centre,Abidjan: UTC±0
415,Ottawa,Ottawa,45.4167,-75.7,CA,Ontario,New_York: UTC-5(-4)
416,Adelaide,Adelaide,-34.935,138.6,AU,South Australia,Adelaide: UTC+10.5(+9.5)
417,Shangrao,Shangrao,28.4704,117.97,CN,Jiangxi,Shanghai: UTC+8
418,Torreón,Torreon,25.5701,-103.42,MX,Coahuila de Zaragoza,Mexico_City: UTC-6
419,Srīnagar,Srinagar,34.1,74.815,IN,Jammu and Kashmīr,Mumbai: UTC+5.5
420,Bezwāda,Bezwada,16.52,80.63,IN,Andhra Pradesh,Mumbai: UTC+5.5
421,Samara,Samara,53.195,50.1513,RU,Samarskaya Oblast’,Dubai: UTC+4
422,Omsk,Omsk,54.99,73.4,RU,Omskaya Oblast’,Dhaka: UTC+6
423,Newcastle,Newcastle,-32.8453,151.815,AU,New South Wales,Sydney: UTC+11(+10)
424,Yulin,Yulin,22.63,110.15,CN,Guangxi,Shanghai: UTC+8
425,Namp’o,Namp'o,38.7669,125.4524,KP,Namp'o,Tokyo: UTC+9
426,Xianyang,Xianyang,34.3456,108.7147,CN,Shaanxi,Shanghai: UTC+8
427,Cagayan de Oro,Cagayan de Oro,8.4508,124.6853,PH,Cagayan de Oro,Shanghai: UTC+8
428,Cần Thơ,Can Tho,10.05,105.77,VN,Cần Thơ,Jakarta: UTC+7
429,Barquisimeto,Barquisimeto,10.05,-69.3,VE,Lara,Caracas: UTC-4
430,Helsinki,Helsinki,60.1756,24.9341,FI,Uusimaa,Athens: UTC+2(+3)
431,Kazan’,Kazan',55.7499,49.1263,RU,Tatarstan,Istanbul: UTC+3
432,Aurangābād,Aurangabad,19.8957,75.3203,IN,Mahārāshtra,Mumbai: UTC+5.5
433,Calgary,Calgary,51.083,-114.08,CA,Alberta,Denver: UTC-7(-6)
434,Ciudad Nezahualcóyotl,Ciudad Nezahualcoyotl,19.41,-99.03,MX,México,Mexico_City: UTC-6
435,Zürich,Zurich,47.38,8.55,CH,Zürich,Paris: UTC+1(+2)
436,Baoding,Baoding,38.8704,115.48,CN,Hebei,Shanghai: UTC+8
437,Zigong,Zigong,29.4,104.78,CN,Sichuan,Shanghai: UTC+8
438,Sharjah,Sharjah,25.3714,55.4065,AE,Ash Shāriqah,Dubai: UTC+4
439,Yerevan,Yerevan,40.1812,44.5136,AM,Yerevan,Dubai: UTC+4
440,Mogadishu,Mogadishu,2.0667,45.3667,SO,Banaadir,Istanbul: UTC+3
441,Tbilisi,Tbilisi,41.725,44.7908,GE,Tbilisi,Dubai: UTC+4
442,Ankang,Ankang,32.68,109.02,CN,Shaanxi,Shanghai: UTC+8
443,Huambo,Huambo,-12.75,15.76,AO,Huambo,Lagos: UTC+1
444,Ikare,Ikare,7.5304,5.76,NG,Ondo,Lagos: UTC+1
445,Belgrade,Belgrade,44.8186,20.468,RS,Beograd,Paris: UTC+1(+2)
446,Salt Lake City,Salt Lake City,40.7774,-111.93,US,Utah,Denver: UTC-7(-6)
447,Bhilai,Bhilai,21.2167,81.4333,IN,Chhattīsgarh,Mumbai: UTC+5.5
448,Jinhua,Jinhua,29.12,119.65,CN,Zhejiang,Shanghai: UTC+8
449,Chelyabinsk,Chelyabinsk,55.155,61.4387,RU,Chelyabinskaya Oblast’,Karachi: UTC+5
450,Natal,Natal,-5.78,-35.24,BR,Rio Grande do Norte,São_Paulo: UTC-3
451,Dushanbe,Dushanbe,38.56,68.7739,TJ,Dushanbe,Karachi: UTC+5
452,Copenhagen,Copenhagen,55.6786,12.5635,DK,Hovedstaden,Paris: UTC+1(+2)
453,Changwon,Changwon,35.2191,128.5836,KR,Gyeongnam,Tokyo: UTC+9
454,Zhuzhou,Zhuzhou,27.83,113.15,CN,Hunan,Shanghai: UTC+8
455,Suwon,Suwon,37.2578,127.0109,KR,Gyeonggi,Tokyo: UTC+9
456,Nashville,Nashville,36.1715,-86.7843,US,Tennessee,Chicago: UTC-6(-5)
457,Vereeniging,Vereeniging,-26.6496,27.96,ZA,Gauteng,Johannesburg: UTC+2
458,Xiangyang,Xiangyang,32.02,112.13,CN,Hubei,Shanghai: UTC+8
459,Memphis,Memphis,35.1046,-89.9773,US,Tennessee,Chicago: UTC-6(-5)
460,Ulsan,Ulsan,35.5467,129.317,KR,Ulsan,Tokyo: UTC+9
461,Amman,Amman,31.95,35.9333,JO,Al ‘Āşimah,Istanbul: UTC+3
462,Mizhou,Mizhou,35.99,119.3801,CN,Shandong,Shanghai: UTC+8
463,Richmond,Richmond,37.5295,-77.4756,US,Virginia,New_York: UTC-5(-4)
464,Dublin,Dublin,53.3331,-6.2489,IE,Dublin,London: UTC±0(+1)
465,Edmonton,Edmonton,53.55,-113.5,CA,Alberta,Denver: UTC-7(-6)
466,Solāpur,Solapur,17.6704,75.9,IN,Mahārāshtra,Mumbai: UTC+5.5
467,Rostov-na-Donu,Rostov-na-Donu,47.2346,39.7127,RU,Rostovskaya Oblast’,Istanbul: UTC+3
468,Dnipro,Dnipro,48.48,35,UA,Dnipropetrovs’ka Oblast’,Athens: UTC+2(+3)
469,Xining,Xining,36.62,101.77,CN,Qinghai,Shanghai: UTC+8
470,Zhangjiakou,Zhangjiakou,40.83,114.93,CN,Hebei,Shanghai: UTC+8
471,Lille,Lille,50.65,3.08,FR,Hauts-de-France,Paris: UTC+1(+2)
472,Ranchi,Ranchi,23.37,85.33,IN,Jharkhand,Mumbai: UTC+5.5
473,Gaziantep,Gaziantep,37.075,37.385,TR,Gaziantep,Istanbul: UTC+3
474,Monrovia,Monrovia,6.3106,-10.8048,LR,Montserrado,Abidjan: UTC±0
475,São Luís,Sao Luis,-2.516,-44.266,BR,Maranhão,São_Paulo: UTC-3
476,Amsterdam,Amsterdam,52.35,4.9166,NL,Noord-Holland,Paris: UTC+1(+2)
477,Jerusalem,Jerusalem,31.7784,35.2066,IL,Jerusalem,Jerusalem: UTC+2(+3)
478,New Orleans,New Orleans,30.0687,-89.9288,US,Louisiana,Chicago: UTC-6(-5)
479,Guatemala City,Guatemala City,14.6211,-90.527,GT,Guatemala,Mexico_City: UTC-6
480,Zhuhai,Zhuhai,22.2769,113.5678,CN,Guangdong,Shanghai: UTC+8
481,Florianópolis,Florianopolis,-27.58,-48.52,BR,Santa Catarina,São_Paulo: UTC-3
482,Port Elizabeth,Port Elizabeth,-33.97,25.6,ZA,Eastern Cape,Johannesburg: UTC+2
483,Jiamusi,Jiamusi,46.83,130.35,CN,Heilongjiang,Shanghai: UTC+8
484,Port Harcourt,Port Harcourt,4.81,7.01,NG,Rivers,Lagos: UTC+1
485,Raleigh,Raleigh,35.8324,-78.6438,US,North Carolina,New_York: UTC-5(-4)
486,Ufa,Ufa,54.79,56.04,RU,Bashkortostan,Karachi: UTC+5
487,Hengyang,Hengyang,26.88,112.59,CN,Hunan,Shanghai: UTC+8
488,Benxi,Benxi,41.3304,123.75,CN,Liaoning,Shanghai: UTC+8
489,Louisville,Louisville,38.1663,-85.6485,US,Kentucky,New_York: UTC-5(-4)
490,Haifa,Haifa,32.8204,34.98,IL,Haifa,Jerusalem: UTC+2(+3)
491,Medina,Medina,24.5,39.58,SA,Al Madīnah al Munawwarah,Istanbul: UTC+3
492,Bucaramanga,Bucaramanga,7.1301,-73.1259,CO,Santander,Lima: UTC-5
493,Maracay,Maracay,10.2469,-67.5958,VE,Aragua,Caracas: UTC-4
494,Rotterdam,Rotterdam,51.92,4.48,NL,Zuid-Holland,Paris: UTC+1(+2)
495,Homs,Homs,34.73,36.72,SY,Ḩimş,Istanbul: UTC+3
496,Cologne,Cologne,50.93,6.95,DE,North Rhine-Westphalia,Paris: UTC+1(+2)
497,Qinhuangdao,Qinhuangdao,39.9304,119.62,CN,Hebei,Shanghai: UTC+8
498,Fès,Fes,34.0546,-5.0004,MA,Fès-Meknès,Casablanca: UTC±0(+1)
499,Aden,Aden,12.7797,45.0095,YE,‘Adan,Istanbul: UTC+3
500,Cochabamba,Cochabamba,-17.41,-66.17,BO,Cochabamba,Caracas: UTC-4
501,Yongzhou,Yongzhou,26.2304,111.62,CN,Hunan,Shanghai: UTC+8
502,Baoshan,Baoshan,25.12,99.15,CN,Yunnan,Shanghai: UTC+8
503,Quảng Hà,Quang Ha,16.06,108.25,VN,Quảng Nam,Jakarta: UTC+7
504,Kitaku,Kitaku,33.8704,130.82,JP,Fukuoka,Tokyo: UTC+9
505,Perm’,Perm',58,56.25,RU,Permskiy Kray,Karachi: UTC+5
506,Ahvāz,Ahvaz,31.28,48.72,IR,Khūzestān,Tehran: UTC+3.5
507,Jodhpur,Jodhpur,26.2918,73.0168,IN,Rājasthān,Mumbai: UTC+5.5
508,San Luis Potosí,San Luis Potosi,22.17,-101,MX,San Luis Potosí,Mexico_City: UTC-6
509,Odesa,Odesa,46.49,30.71,UA,Odes’ka Oblast’,Athens: UTC+2(+3)
510,Yinchuan,Yinchuan,38.468,106.273,CN,Ningxia,Shanghai: UTC+8
511,N’Djamena,N'Djamena,12.1131,15.0491,TD,Ville de N’Djaména,Lagos: UTC+1
512,Jiaxing,Jiaxing,30.7704,120.75,CN,Zhejiang,Shanghai: UTC+8
513,Joinvile,Joinvile,-26.32,-48.8399,BR,Santa Catarina,São_Paulo: UTC-3
514,Donets’k,Donets'k,48,37.83,UA,Donets’ka Oblast’,Athens: UTC+2(+3)
515,Guilin,Guilin,25.28,110.28,CN,Guangxi,Shanghai: UTC+8
516,Dahūk,Dahuk,36.8667,43,KRD,Dahūk,Istanbul: UTC+3
517,Volgograd,Volgograd,48.71,44.5,RU,Volgogradskaya Oblast’,Istanbul: UTC+3
518,Guwāhāti,Guwahati,26.16,91.77,IN,Assam,Mumbai: UTC+5.5
519,Yichun,Yichun,27.8333,114.4,CN,Jiangxi,Shanghai: UTC+8
520,Yangquan,Yangquan,37.87,113.57,CN,Shanxi,Shanghai: UTC+8
521,Natal,Natal,-6.9838,-60.2699,BR,Amazonas,Caracas: UTC-4
522,Chandigarh,Chandigarh,30.72,76.78,IN,Chandīgarh,Mumbai: UTC+5.5
523,Gwalior,Gwalior,26.23,78.1801,IN,Madhya Pradesh,Mumbai: UTC+5.5
524,Hamamatsu,Hamamatsu,34.7181,137.7327,JP,Shizuoka,Tokyo: UTC+9
525,Qom,Qom,34.65,50.95,IR,Qom,Tehran: UTC+3.5
526,Jixi,Jixi,45.3,130.97,CN,Heilongjiang,Shanghai: UTC+8
527,Mérida,Merida,20.9666,-89.6166,MX,Yucatán,Mexico_City: UTC-6
528,Xin’an,Xin'an,34.38,118.35,CN,Jiangsu,Shanghai: UTC+8
529,Querétaro,Queretaro,20.63,-100.38,MX,Querétaro,Mexico_City: UTC-6
530,Pingxiang,Pingxiang,27.62,113.85,CN,Jiangxi,Shanghai: UTC+8
531,João Pessoa,Joao Pessoa,-7.1011,-34.8761,BR,Paraíba,São_Paulo: UTC-3
532,Klang,Klang,3.0204,101.55,MY,Selangor,Shanghai: UTC+8
533,Jinzhou,Jinzhou,41.1204,121.1,CN,Liaoning,Shanghai: UTC+8
534,Oklahoma City,Oklahoma City,35.4676,-97.5137,US,Oklahoma,Chicago: UTC-6(-5)
535,Salerno,Salerno,40.6804,14.7699,IT,Campania,Paris: UTC+1(+2)
536,Thiruvananthapuram,Thiruvananthapuram,8.5,76.95,IN,Kerala,Mumbai: UTC+5.5
537,Calicut,Calicut,11.2504,75.77,IN,Kerala,Mumbai: UTC+5.5
538,Trichinopoly,Trichinopoly,10.81,78.69,IN,Tamil Nādu,Mumbai: UTC+5.5
539,Ogbomoso,Ogbomoso,8.13,4.24,NG,Oyo,Lagos: UTC+1
540,General Santos,General Santos,6.1108,125.1747,PH,General Santos,Shanghai: UTC+8
541,Huế,Hue,16.47,107.58,VN,Thừa Thiên-Huế,Jakarta: UTC+7
542,Bacolod,Bacolod,10.6317,122.9817,PH,Bacolod,Shanghai: UTC+8
543,Nantong,Nantong,32.0304,120.825,CN,Jiangsu,Shanghai: UTC+8
544,Tegucigalpa,Tegucigalpa,14.102,-87.2175,HN,Francisco Morazán,Mexico_City: UTC-6
545,Foshan,Foshan,23.0301,113.12,CN,Guangdong,Shanghai: UTC+8
546,Sŏngnam,Songnam,37.4386,127.1378,KR,Gyeonggi,Tokyo: UTC+9
547,Bridgeport,Bridgeport,41.1918,-73.1953,US,Connecticut,New_York: UTC-5(-4)
548,Kingston,Kingston,17.9771,-76.7674,JM,Kingston,Lima: UTC-5
549,Nay Pyi Taw,Nay Pyi Taw,19.7666,96.1186,MM,Nay Pyi Taw,Yangon: UTC+6.5
550,Nice,Nice,43.715,7.265,FR,Provence-Alpes-Côte d’Azur,Paris: UTC+1(+2)
551,Buffalo,Buffalo,42.9017,-78.8487,US,New York,New_York: UTC-5(-4)
552,Erbil,Erbil,36.179,44.0086,KRD,Arbīl,Istanbul: UTC+3
553,Krasnoyarsk,Krasnoyarsk,56.014,92.866,RU,Krasnoyarskiy Kray,Jakarta: UTC+7
554,Djibouti,Djibouti,11.595,43.148,DJ,Djibouti,Istanbul: UTC+3
555,Olinda,Olinda,-8,-34.85,BR,Pernambuco,São_Paulo: UTC-3
556,Managua,Managua,12.153,-86.2685,NI,Managua,Mexico_City: UTC-6
557,Antwerp,Antwerp,51.2204,4.415,BE,Flanders,Paris: UTC+1(+2)
558,Konya,Konya,37.875,32.475,TR,Konya,Istanbul: UTC+3
559,Bogor,Bogor,-6.57,106.75,ID,Jawa Barat,Jakarta: UTC+7
560,Niamey,Niamey,13.5167,2.1167,NE,Niamey,Lagos: UTC+1
561,Hartford,Hartford,41.7661,-72.6834,US,Connecticut,New_York: UTC-5(-4)
562,Huaibei,Huaibei,33.9504,116.75,CN,Anhui,Shanghai: UTC+8
563,Xinyu,Xinyu,27.8,114.93,CN,Jiangxi,Shanghai: UTC+8
564,Teresina,Teresina,-5.095,-42.78,BR,Piauí,São_Paulo: UTC-3
565,Naha,Naha,26.2072,127.673,JP,Okinawa,Tokyo: UTC+9
566,Goyang,Goyang,37.6527,126.8372,KR,Gyeonggi,Tokyo: UTC+9
567,Nangandao,Nangandao,35.3204,113.87,CN,Henan,Shanghai: UTC+8
568,Yibin,Yibin,28.77,104.57,CN,Sichuan,Shanghai: UTC+8
569,Aba,Aba,5.1004,7.35,NG,Abia,Lagos: UTC+1
570,Maiduguri,Maiduguri,11.85,13.16,NG,Borno,Lagos: UTC+1
571,Tirana,Tirana,41.3275,19.8189,AL,Tiranë,Paris: UTC+1(+2)
572,Kathmandu,Kathmandu,27.7167,85.3166,NP,Bāgmatī,Kathmandu: UTC+5.75
573,Az Zarqā’,Az Zarqa',32.07,36.1,JO,Az Zarqā’,Istanbul: UTC+3
574,Tarsus,Tarsus,36.9204,34.88,TR,Mersin,Istanbul: UTC+3
575,Bengbu,Bengbu,32.95,117.33,CN,Anhui,Shanghai: UTC+8
576,Mendoza,Mendoza,-32.8833,-68.8166,AR,Mendoza,São_Paulo: UTC-3
577,Hubli,Hubli,15.36,75.125,IN,Karnātaka,Mumbai: UTC+5.5
578,Concepción,Concepcion,-36.83,-73.05,CL,Biobío,Santiago: UTC-3(-4)
579,Zaria,Zaria,11.08,7.71,NG,Kaduna,Lagos: UTC+1
580,Dengtalu,Dengtalu,36.08,114.35,CN,Henan,Shanghai: UTC+8
581,Cartagena,Cartagena,10.3997,-75.5144,CO,Bolívar,Lima: UTC-5
582,Mysore,Mysore,12.31,76.66,IN,Karnātaka,Mumbai: UTC+5.5
583,Ulaanbaatar,Ulaanbaatar,47.9167,106.9166,MN,Ulaanbaatar,Shanghai: UTC+8
584,Mexicali,Mexicali,32.65,-115.48,MX,Baja California,Los_Angeles: UTC-8(-7)
585,Tongliao,Tongliao,43.62,122.27,CN,Inner Mongolia,Shanghai: UTC+8
586,Mombasa,Mombasa,-4.04,39.6899,KE,Mombasa,Istanbul: UTC+3
587,Newcastle upon Tyne,Newcastle upon Tyne,55.0004,-1.6,UK,Newcastle upon Tyne,London: UTC±0(+1)
588,Novo Hamburgo,Novo Hamburgo,-29.7096,-51.14,BR,Rio Grande do Sul,São_Paulo: UTC-3
589,Callao,Callao,-12.07,-77.135,PE,Callao,Lima: UTC-5
590,Bilbao,Bilbao,43.25,-2.93,EUS,Basque Country,Paris: UTC+1(+2)
591,Johor Bahru,Johor Bahru,1.48,103.73,MY,Johor,Shanghai: UTC+8
592,Raipur,Raipur,21.235,81.635,IN,Chhattīsgarh,Mumbai: UTC+5.5
593,Xiaoxita,Xiaoxita,30.7,111.28,CN,Hubei,Shanghai: UTC+8
594,Fort Worth,Fort Worth,32.7812,-97.3472,US,Texas,Chicago: UTC-6(-5)
595,Salem,Salem,11.67,78.1801,IN,Tamil Nādu,Mumbai: UTC+5.5
596,Yangjiang,Yangjiang,21.8504,111.97,CN,Guangdong,Shanghai: UTC+8
597,Marrakech,Marrakech,31.63,-8,MA,Marrakech-Safi,Casablanca: UTC±0(+1)
598,Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,34.85,114.35,CN,Henan,Shanghai: UTC+8
599,Dandong,Dandong,40.1436,124.3936,CN,Liaoning,Shanghai: UTC+8
600,Al Başrah,Al Basrah,30.5135,47.8136,IQ,Al Başrah,Istanbul: UTC+3
601,Aguascalientes,Aguascalientes,21.8795,-102.29,MX,Aguascalientes,Mexico_City: UTC-6
602,Tucson,Tucson,32.1545,-110.878,US,Arizona,Phoenix: UTC-7
603,Okayama,Okayama,34.672,133.9171,JP,Okayama,Tokyo: UTC+9
604,Bucheon,Bucheon,37.4989,126.7831,KR,Gyeonggi,Tokyo: UTC+9
605,Xuanzhou,Xuanzhou,30.9525,118.7553,CN,Anhui,Shanghai: UTC+8
606,Bandar Lampung,Bandar Lampung,-5.43,105.27,ID,Lampung,Jakarta: UTC+7
607,Rizhao,Rizhao,35.4304,119.45,CN,Shandong,Shanghai: UTC+8
608,Palermo,Palermo,38.125,13.35,IT,Sicilia,Paris: UTC+1(+2)
